Nom et nature,Conditionnement,PPV
"FASIGYNE 500 MG, Comprimé enrobé",Boîte de 12,66.3
"IPPSIUM 40 MG, Gélule gastro résistante",Boite de 14,122.8
"FLUARIX, Vaccin",Boîte de 1 seringue préremplie,75
"MYCOLOG Pommade,",Boîte de 1 tube de 10 g,30.9
"CLOPIDOGREL GT 75 MG, Comprimé pelliculé",Boite de 30,255
"MIBRAL 5 MG, Comprimé",Boîte de 30,65
"NIDAZOL 250 MG, Comprimé",Boîte de 20,21.1
"GIROFLOX 200 MG / 100 ML, Solution pour perfusion",Flacon de 100 ml,143
"CHLORURE de Sodium 0,9% Solution Injectable",Carton de 12 flacons 500 ml,201
"CETOLERG 10 MG, Comprimé pelliculé",Boîte de 15,45
"HIBOR 10000 UI, Seringue pré-remplie",Boîte de 2 seringues préremplies,364
ZENTEL 400 mg Comprimé pelliculé,Boîte de 1,37.3
"MIRCERA 150 µG / 0,3 ML, Solution injectable","Boîte de 1 seringue pré-remplie de 0,3 ml",3559
"BIOSECURE, Toilette intime sans savon",PPV: 157.50 dhs,
"HOMEOPTIC, Collyre",10 doses,47
"OROVASC 10 MG, Comprimé orodispérsible",Boite de 30,76
"CAUSTINERF ARSENICAL 1 G / 30 G / 30 g, Pâte dentaire","Pot de 6,5 g",
"ARIPIPHI 15 MG, Comprimé",Boite de 30,400
"ABSTRAL 100 µG, Comprimé sublingual",Boite de 10,937
"AZIMYCINE 250 MG, Gélule",Boîte de 6,60
"SPASMOPAN 10 MG, Suppositoire",Boîte de 6,10.8
"RETROVIR 100 MG, Gélule",Boîte de 100,556
"PERIANEST 0,25 % Solution Injectable,",Flacon 20 ml,42
"XEPINE 500 MG, Comprimé pelliculé",Boite de 120,1947
"ARANESP 50 µg , Solution injectable",Boîte de 4 seringues,3640
"ROTARIX, Vaccin",1 dose de poudre en Flacon + 1 ml de solvant eNApplicateur pour administration orale,694
"CAPLOR 75 MG, Comprimé pelliculé",Boite de 20,114.3
VEINAMITOL 3500 mg/7 ml,Boîte de 10 ampoules,91.8
"MEGASFON 80 MG / 80 MG, Comprimé pelliculé",Boite de 30,22.8
"ARTROVIAL, Seringue pour injection intra-articulaire","Boite d'une seringue stérile à 2,2% pré-remplie de 2 ml pour injection intra-articulaire",295
"VISIONLUX, Gouttes oculaire","Flacon de 10 ml à 0,3% d'acide hyaluronique",79
"ZAURAC 20 MG, Comprimé",Boite de 14,40
"CARBOPLATINE COOPER 150 MG / 15 ML, Solution Injectable pour perfusion",Flacon de 20 ml,686
"CELEBREX 200 MG, Gélule",Boîte de 20,150
"ENALAPRIL HYDROCHLOROTHIAZIDE GT 20 MG / 12.5 MG, Comprimé sécable",Boite de 20,47.6
"REVOLADE 25 MG, Comprimé pelliculé",Boite de 28,4812
DOXYL 100 mg gélule,Boîte de 10,30.6
"ARANESP 30 µg , Solution injectable",Boîte de 4 seringues,2201
"MYK 1%, Crème",Tube de 15 g,39.6
"MYNAZOL 150 mg , Gélule",Boîte de 2,38
"ZOEGAS 40MG, Gélule",Boite de 7,69.8
"GESTEL 100 MG, Capsule molle orale ou vaginale",Boite de 30,56
"STEROFUNDIN ISO 1000 ML, Solution pour perfusion sous flacon Ecoflac plus",Boite de 10,
"TRIDIGEST, Sachet",Boite de 10,45
"CO MEDZAR 50 MG/25 MG, Comprimé pelliculé",Boite de 30,106.7
"AMAREL 4 MG, Comprimé",Boîte de 60,156.7
"ATAMEL 500 MG, Comprimé",Boite de 20,7
"CLAVULIN 1G / 200 MG, Adulte poudre pour solution Injectable",Boîte de 1 flacon,47.8
"NIMOTOP 10 MG / 50 ML, Solution injectable I.V",Flacon de 50ml,216
"PROGOR 300 MG LP , Gélule",Boîte de 28,155
"COVEZAR 300 MG / 25 MG, Comprimé",Boite de 30,163.3
"ROMILAST 5Mg, Comprimé à croquer",Boite de 10,77.4
"MEDIVEINE 300 mg , Comprimé",Boîte de 30,42
"AMLODIPINE GT 5 MG, Comprimé sécable",Boite de 28,43
"SPIRAZOLE 0.75MUI / 125 MG, Comprimé pelliculé",Boîte de 30,77
"ERBITUX 5 MG / ML, Solution pour perfusion",Flacon 100 ml,10899
"MORBILVAX VACCIN 1000 UI , Préparation injectable","1 dose + ampoule de solvant 0,5 ml",58
"TRIACEPHINE PHARMA5 1G IM , Poudre pour solution injectable",Flacon de poudre et 1 ampoule de solvant,106.8
"ALLERGOCROM 20 MG / ML, Collyre",Flacon de 10ml,50
"CODOLIPRANE 400 MG / 20 MG, Comprimé",Boîte de 16,22.2
"MELOXICAM GT 15 MG, Comprimé",Boite de 30 comprimés sécables,115.9
"DOLIPRANE 80 MG, Suppositoire",Boîte de 10,8.8
"PANTOPRAZOLE GT 20 MG, Comprimé",Boite de 10 comprimés,51.5
"GAVISCON ADVANCE, SIROP - ANIS",Flacon de 150 ML,48.4
"ACTYL B9 200 µG , Comprimé",Boite de 60,60
"ROPENEM RAMBAXY, Poudre pour solution injectable",1 flacon,113.6
"ACLASTA 5 MG / 100 ML, Solution pour perfusion",Flacon de 100 ml,3738
"MAGNEVIST 46,90 %, Soluté injectable",Flacon de 20 ml,992
"CALMIXENE 0,02% Sirop",Flacon de 150 ml,47.9
"BIGUAN 850 MG, Comprimé",Boîte de 30,20.4
"HERPEVIR 800 mg, Comprimé",Boîte de 35,736
"CALCIPARINE 12500 UI/0,5ml , Solution injectable",Boîte de 2 seringues pré-remplies,43.8
"FORTZAAR 100 mg/12.5 mg, Comprimé pelliculé",Boîte de 28,140.2
"ALDOPA 250 MG , Comprimé",Boîte de 30,35.5
"GALVUS 50 MG, Comprimé",Boite de 60 Comprimés,392
"CONTIFLO OD 0.4 MG, Gélule",Boite de 60,193.1
LOMET 15mg Gélule,Boîte de 28,45
"PROTADEX 50 MG, Comprimé pelliculé",Boite de 28,449
VALEX 500 Mg Comprime enrobé,Boite de 7 comprimés enrobés,83.6
"NIVAQUINE 100mg , Comprimé",Boîte de 20,12
"ELUDRIL, Collutoire",Boîte de 1 Flacon de 55 ml,22.7
"EBETAXEL 30 MG / 5 ML, Solution à diluer pour perfusion",Flacon de 5 ml,590
"GENTAMEN 120 mg, Solution Injectable",Boîte de 1,17
"TRIMEDAT 150 MG, Gélule",Boîte de 30,74.4
"MODILAC CROISSANCE, Lait",Boite de 400G,32
"PERIOLIMEL N4E, Émulsion pour perfusion",Poche de 1500 ML,698
"IBEFOX 200 mg, Comprimé",Boîte de 10,62
"BLINDAM 500 MG / 62.5 MG, Sachet",Boîte de 16,
"AMIPRIM 200 MG, Comprimé sécable",Boite de 30,204
"SUFENTA 10 µg /2 ml , Solution injectable",Boîte de 5 Ampoules,68.3
"DONEPEZIL ZENITH 10 MG, Comprimé orodispersible",Boite de 28,485
"DIVARIUS 20 MG, Comprimé",Boîte de 14,83.7
GASTROGEL Suspension,Flacon de 250 ml,20.4
"DOCEWIN 20 MG/0,5 ML, Solution à diluer pour perfusion","Boîte de 1 Solution : FL/0,5 ml Solvant : FL/1,5 ml",800
"NOFENE 100 MG, Comprimé",Boite de 30 comprimés pelliculés,49.6
"ACULAR 0,5%, Collyre",Flacon de 5 ml,38.9
"ANTAGON H2 ,Solution Injectable",Boîte de 10 ampoules de 2 ml,57.2
"TOTIFEN, Sirop",Flacon de 150 ml,53.3
"IRBESAR HCT SUN 150MG / 12.5MG, COMPRIMÉ",Boite de 28,135.8
"COSYREL 10 MG / 10 MG, Comprimé pelliculé",Boite de 30,135.6
DIUREX 20 mg Comprimé,Boîte de 20,73.6
"CARDURA 4 MG, Comprimé",Boîte de 20,109.2
REQUIP 1 mg Comprimé pelliculé,Boîte de 21,89.7
"AUREOMYCINE 1%, Pommade ophtalmique",Tube de 5 g,5.5
"OSPEN 1 M UI, Comprimé pelliculé sécable",Boîte de 12,34
"FUNGILYSE 1% Crème dermique,",Tube de 50 g,30.5
"REVOLADE 50 MG, Comprimé pelliculé",Boite de 14,5149
"LASILIX 40 MG, Comprimé",Boîte de 20,34.6
"PRADAXA 150 MG, Gélule",Boite de 60,1002
"AUGMENTIN 1 G / 200 MG, Injectable",Boîte de 1,47.8
"NEOMOX 125 MG/5 ML, Poudre pour solution buvable",Flacon de 100 ml,25.4
"FERIVINE 20 MG / ML, Solution injectable",Boite de 244,244
"EPREX 10000 UI / ML, Solution injectable",Boîte de 6 Seringues préremplies de 1 ml,5064
"SPIBAC 1.5 MUI, Comprimé pelliculé",Boite de 16,42
LACIPIL 4 mg Comprimé,Boîte de 14,148
MIVACRON 20mg/10ml Solution injectable,Boîte de 5 ampoules,
BREXIN 20 mg Suppositoire,Boîte de 10,91.1
"VOLTARENE 75 MG, Ampoule injectable dec de 3 ml",Boîte de 2,23.3
"GENSTAT 20 MG, Comprimé enrobé",Boite de 14,57.9
"ABSTRAL 400 µG, Comprimé sublingual",Boite de 10,937
"LD-NOR 20 MG, Comprimé pelliculé",Boite de 30,99
"ERANFLU 250 MG / 5 ML, Solution injectable",Boite de 2 seringues pré-remplies et 2 aiguilles protégées,2932
DIABYL RETARD 850 mg Comprimé,Boîte de 60,40.8
PARANTAL 650 mg Suppositoire,Boîte de 10,17.7
"MICROPAQUE SCANNER , Suspension buvable",Boîte de 1 Flacon de 150 ml,57.5
"DIFAL 75 MG, Injectable",Boîte de 5 Ampoules 3ML,39.8
"GLUCOVANCE 1000 MG / 5 MG, Comprimé pelliculé",Boite de 30,82
"JANUVIA 50 MG, Comprimé pelliculé",Boîte de 28,301
"BICARBONATE EM 59, Soluté concentré",Bidon de 10 L,113.6
"DIFAL 25 MG, Comprimé",Boîte de 30,24.8
"ROSUVAS® SUN 20 MG, Comprimé pelliculé",Boite de 30,255
"TIMOLOL-POS 0,25 % Collyre",Flacon de 5 ml,54
"ASCAL 100, Sachet",Boite de 20,14.3
"RHINATHIOL Adultes Expectorant 5% , Sirop",Flacon de 200 ml,39.2
"MADECASSOL 1%, Onguent",Tube de 30 G,51.7
TIEMOZYL 150 mg Gélule,Boîte de 30,17.35
"VIRTAL 10 MG, Comprimé pelliculé",Boite de 2,82.9
"ECLARAN 10 , Gel pour application cutanée",Tube de 45 g,31.4
"ONGECIN 200 MG , Poudre pour solution",FLACON 10 ML,257
"OESTRODOSE 0,06 %",Flacon de 80 g,86
"HAVRIX 1440 ADULTE, Vaccin",Boîte de 1 seringue préremplie,371
"BIODROXIL 1000 MG, Comprimé enrobé",Boîte de 12,153
"PREDNISOLONE WIN 20 MG , Comprimé effervescent",Boîte de 20,35.5
"BUTAZOLIDINE 100 MG, Comprimé enrobé",Boîte de 20,14.7
"BUTAMYL 1 MG, Suppositoire",Boîte de 12,30.6
"ROSUCAL 10 MG, Comprimé pelliculé",Boite de 28,147.4
"SOLUMEDROL 20 MG / 2 ML, Injectable",2 Flacon + 1 ampoule,16.4
"IRBESAR SUN 300MG, COMPRIMÉ",Boite de 14 comprimés,64.8
"EPYCA 50 MG, Gélule",Boite de 14,60.1
"VOIZIN 0.1 %, Solution buvable",Boite d'un flacon de 150 ML,24
"ENTERAL 100 mg Granulé en Sachet,",Boîte de 12,17.2
"FEBRATE 160 MG, Gélule",Boite de 10,44
"COLPOSEPTINE 200 mg/10 mg, Comprimé gynécologique",Boîte de 18,47.2
"ISUPREL 0,2 mg/ml , Ampoule",Boîte de 50,688
"GLIMEPIRIDE WIN 2 mg , Comprimé",Boîte de 30,57
"ANDROCUR 50 MG, Comprimé",Boîte de 20,201
CARBACTIVE 120 mg Gélule,Boîte de 30,28.5
"CETAMYL 500 MG, Comprimé",Boîte de 20,10.2
"BIOCOL KIDS APT, Sirop",Flacon de 150 ML,86
"CINET 10 MG, Comprimé",Boîte de 20,30
"HISTANORM 5mg/5ml, Sirop",Flacon de 120 ml,48
"SILDENAFIL WIN 100 MG, Comprimé",2 comprimés pelliculés,82.5
"RANIMAT 150 mg , Comprimé",Boîte de 30,59
"IBUPHIL 5 %, Gel",Tube de 50 g,37
"ATARAX 25 MG, Comprimé",Boîte de 30,29.1
"LIVIAL 2,5 mg, Comprimé",Boîte de 28,261.1
"ROTARIX, Suspension buvable en tube souple","1 tube de 1,5ml",
"ALVITYL TONUS, Comprimé effervescent",Boite de 20,100
"OFLUREX 200 MG, Comprimé pelliculé",Boîte de 8,82.6
"ALOXIA 7,5 MG, Comprimé sécable",Boite de 20,53.1
"EZETROL 10 mg, Comprimé",Boîte de 28,402
GLYSET 4 mg Comprimé,Boîte de 30,80
"OPAVIR 1 MG, Comprimé pelliculé",Boite de 30,2878
"MANIEZ 24, Comprimé",Boite de 40 comprimés,115
"CARDINOR 6,25 MG, Comprimé",Boîte de 10,17
"ZOFENIL 30 MG / 12.5 MG, Comprimé pelliculé",Boite de 28,157.9
"ENCORATE 200 MG, Comprimé",Boîte de 40,33
EPILEPTOL 500 mg Comprimé,Boîte de 40,74
"GENTAMYCINE LLORENTE 120 MG, Solution injectable",Boîte unitaire (3 ml),21.5
"FUCIDINE 2 %, Crème",Tube de 15 g,39.7
"ESOMYK 150 MG, Gélule",Boite unitaire,14.4
"S-PERAM 5 MG, Comprimé pelliculé",Boite de 10,30
"LIRAPYN 300 MG, Gélule",Flacon de 60,528
"DUOXOL 500 MG / 2 MG, Comprimé",Boite de 20,37
"LESCOL Gélule du 40 mg , Gélule",Boîte de 14,164.1
"PHARMACRISTINE 1MG / 1 ML, Solution injectable IV",Boîte unitaire,55.9
"CELLCEPT 250 MG, Capsule",Boîte de 100,1124
"DIABALEX 60 MG LM, Comprimé sécable",Boite de 15,25
"ROMAC 300 MG, Comprimé pelliculé",Boîte de 7,83.7
"VINCRISTINE COOPER 1 MG / 1 ML, Solution Injectable IV",Boîte de 1 ampoule,65
"VIRAFERON PEG 100 mcg, Poudre et solvant pour Solution injectable en stylo pré-rempli",Boîte de 1 nécessaire,2028
"VEPRAN 300MG, Comprimé",Boite de 14 comprimés pelliculé,84
"TENSIOTEC 10 MG, Gélule",Boîte de 30,114
"BIOTIC PLUS 500 MG / 62.5 MG, Comprimé enrobé",Boite de 12 comprimés enrobés,62.5
"BACTOX 500 MG IM, Poudre et solvant pour préparation injectable",Boîte de 1 flacon de Poudre et 1 ampoule de solvant,10.4
"SWISSLAC PREMIUM LF, Lait",Boite de 400G,75
"AMCARD 5 MG, Comprimé",Boîte de 14,25
"SEEBRI BREEZHALER, Gélule avec inhalateur",Inhalateur et 30 gélules,489
"TILCOTIL 20 MG, Comprimé pelliculé",Boîte de 8,59.9
"FLECAINE 100 MG, Comprimé sécable",Boîte de 30,104.2
"ADEPAL, Comprimé enrobé",Boîte de 63,33.3
"VIRLIX 10 MG / ML, Solution buvable",Flacon de 15 ml,73.4
"EUVAX B 200 µG/10 ML, SUSPENSION INJECTABLE",Suspension injectable,741
"GLYNORM 1 MG, Comprimé",Boite de 90,148.1
"STIGMAT 1.5 MG, Gelule",Boite de 28,94.5
"RESINCAL B26, Sachet",PPV: 319 dhs,
"MEGAFLOX IV 100 MG / 50 ML, Solution pour perfusion",Flacon de 50 ml,80
"ISONE 20 MG, Comprimé",Boîte de 20,45.8
"LOSARTAN/HYDROCHLOROTHIAZIDE GT 50 MG / 12,5 MG, Comprimé pelliculé",Boite de 30,128
MYCOFLU 150 mg Gélule,Flacon de 7,130
"ALLERGINE 10 MG, Comprimé sécable",Boîte de 30,83.1
"CO-TRIM FORT 800 MG / 160 MG, Comprimé",Boîte de 20,38
"CO-ARAPRO 300 MG / 25 MG, Comprimé pelliculé",Boite de 10,62.4
"TADALIS 20 MG, Comprimé pelliculé",Boite de 1,81.5
"DOLIPRANE 100 MG, Sachet",Boîte de 12,8.6
SPORILINE 1% Lotion,Flacon de 25 ml,20.86
"SUPRALOX, Suspension buvable",Flacon de 250 ML,47
"LASILIX SPECIAL 500 MG , Comprimé",Boîte de 50,635
"TANAKAN 40 mg , Comprimé enrobé",Boîte de 30,71.3
"COSTARVAL 80 MG / 12.5 MG, Comprimé pelliculé",Boite de 28,148
"CRONODINE LP 120 mg, Gélule",Boîte de 30,113.5
"ZYRTEC 1 MG / ML, Solution buvable",Flacon de 60ml,31.9
"NOVOSEVEN RT 2 MG, Poudre et solvant pour solution injectable","Flacon Poudre de 2,4 mg et kit d'injection",13246
"UMULINE NPH Pen 100 UI/ml 100 UI/ml , Suspension injectable",Boîte de 1 stylo avec cartouche de 3 ml,104
"BAITANET D , Solution dermique",Flacon de 550 ml,41
"GLIVEC 100 mg, Comprimé",Boîte de 60 comprimés pelliculés,11940
"TILCOTIL 20 MG, Comprimé pelliculé",Boîte de 10,44
"ZENOXIA 15 MG, Comprimé",Boite de 20,87.4
HUMALOG MIX 25 PEN 100 UI/ml KWIPEN,un stylo avec cartouche de 3 ml,111
"STATICOL 20 MG, Comprimé enrobé sécable",Boîte de 28,91
"S-CITAP 10 MG, Comprimé pelliculé",Boite de 30,154.3
"NEWGLIN 0,5 MG, Comprimé",Boite de 15,23
"MAZAX 200 MG / 5 ML, Poudre pour suspension buvable",Flacon de 15 ml,51
"MAGTOP, Comprimé",Boite de 30 sans sucre et sans sel,84
"BIOMOX 1 G, Comprimé dispersible",Boîte de 12,55
"DILRENE LP 300 MG, Gélule",Boîte de 30,139.2
"OSTEOCARE, Comprimé",Boite de 30,108.65
"NOMYC 150 MG, Gélule",Boîte de 1,25
"ARGENT COLLOIDAL 5%, Pommade dermique",Tube de 10 g,17.7
"ALFAPROXINE 250 MG, Comprimé pelliculé",Boite de 16,88.8
"ULCEMAT 400 mg , Comprimé",Boîte de 60,91.8
"LINCOCINE 600 mg/2ml, Solution Injectable",Boîte de 1,16
"NOMETIL, Gélule",Boite de 15,39
"MODILAC CS 1ER AGE, Lait",Boite de 400G,70
"VOLTARENE 0.1%, Collyre",flacon compte goutte de 5 ml,47
"NOVOCLIN 1 G / 125 MG, Sachet",Boîte de 16,132
"VALPHI 160 MG, Comprimé pelliculé",Boite de 14,78
"HYDREA 500 mg, Gélule",Boîte 20,66.2
"AVLOCARDYL 40 MG, Comprimé sécable",Boîte de 50,41.8
"DILATOR 2.5 MG / 2.5 ML, Solution pour inhalation",Boîte de 20,73.4
"AXIMYCINE 500 MG, Comprimé dispersible",Boîte de 24,65.4
"O-PLASTINE, Pommade",Tube de 30 G,17
"ALPRAZ 0,5 MG, Comprimé",Boîte de 28,35.7
EAU P.P.I. Injectable 5 ml,Boîte de 100,
"MAGNÉSIUM MG 100, Comprimé effervescent",Boite de 12,54
"CUTACNYL GEL À 2,5%",Tube de 40 g,31.7
"PRIRIL 10MG, Comprimé",Boite de 15,26.6
"AXAIR 250 µg, Poudre pour inhalation en gélule",Boite de 60,171.7
"PRAXBIND 2.5 G / 50 ML, Solution injectable pour perfusion IV",Boite de 2 flacon de 50 ML,31255
"DOXORUBICINE COOPER 10 MG/10 ML, Lyophilisat pour usage parentéral",Boîte de 1,93
"PREMOCEFAL 250 mg/5ml , Poudre pour sirop",Flacon de 60 ml,43
"ZITHROMAX 500 MG, Comprimé",Boîte de 3,79.7
"CLAZEN XL 500MG, Comprimé pelliculé",Boite de 7,85.5
"C-BAC 500 MG, comprimé",Boite de 14 comprimés,132
"OMEGEN 20 MG, Gélule",Boîte de 14,38
OCTANATE 50 UI/ml Poudre et solvant pour Solution injectable,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE1 BOITE 1 FLACON DE POUDRE PLUS FLACON DE 10 ML SOLVANT.,1752
"EFDOL 350 MG, Suppositoire",Boîte de 12,10.2
"FONGICAN 150 mg , Gélule",Boîte de 2,36
"TRISULFA FORTE 800 / 160 MG, Comprimé",Boîte de 20,34.7
"PERIDYS 10 MG, Comprimé",Boîte de 20,32.85
"VIRECTIL 100 MG, Comprimé pelliculé",Boîte de 4,154.1
PROSPAN Sirop,Flacon de 100 ML,30
"OKAGEM 200 MG, LYOPHILISAT POUR PERFUSION",Flacon de 10 ML,257
"TERFINE PROMOPHARM 250 MG, Comprimé",Boite de 28,199
"VALPHI PLUS 160 MG / 25 MG, Comprimé pelliculé",Boite de 14,75
"DONTOMYCINE 1.5 MUI, Comprimé pelliculé",Boîte de 16,46.3
"ALFAMOX 250 MG / 5 ML, Poudre pour suspension buvable",Flacon de 100 ml,39.2
"ALVITYL APPÉTIT, Sirop",Flacon de 100 ML,79.5
"DRO-SPA 40 MG, Comprimé",Boite de 20,27.2
"VERMOX 500 mg , Comprimé",Boîte de 1,14.8
"SK-F 12, Solution concentrée acide pour hémodialyse au bicarbonate",Bidon de 5 litres,72
"DI-INDO 25 MG, Comprimé dispersible",Boîte de 30,64.5
"RANOZYP 10 MG, Comprimé orodispersible",Boite de 28,281
"FRAXIPARINE 2850 UI AXA / 0,3 ML,Seringue pré-remplie",Boîte de 10,286
"CEFTRIAXONE MYLAN 1G / 3,5 ML, Poudre et solvant pour Solution injectable (IM)",Boîte de 1 flacon,106.8
"BRUMIXOL 1% , Crème dermique",Tube de 30g,37.8
"TRIATEC 2,5 MG, Comprimé",Boîte de 30,97.7
"FITOFER B9, Sirop",Flacon de 200 ML,89
"MOPRAL 40 MG, Flacons 10 ml Lyophilisat pour perfusion",Boîte de 5 flacons 10 ml,503
"CHEMOSET 8 MG, Comprimé pelliculé",Boîte de 5,188
"GLYNORM 1 MG, Comprimé",Boite de 90,153.4
"NAVIINFLA, Solution ophtalmique",Flacon de 15 ML,79
"TENSEMIDE 10 MG, COMPRIMÉ",Boite de 30 comprimés,47.1
"GLUCANTIME 1,5 G / 5 ML , Solution injectable",Boîte de 5 ampoules,
"LOXEN L.P 50 MG, Gélule à libération prolongée",Boîte de 60,206
"TRITAZIDE 5 MG / 25 MG, Comprimé sécable",Boîte de 28,107.5
"DEROXAT 20 MG, Comprimé pelliculé sécable",Boîte de 14,83.7
"LIDOCAINE 5% LAPROPHAN Solution pour anesthésie de contact,",Flacon de 24 ml,26.1
"MICROZIDE 80 mg Comprimé sécable,",Boîte de 60,61
"SEPTIVON 0,005 , Solution pour application locale",Boîte de 1 Flacon de 500 ml,50.5
"JUVAMINE, Gélules",Boite de 45,119
MAG 2 SANS SUCRE Solution buvable,Boîte de 20 Ampoules buvables,45
"GENFLU 75 MG, Gélule",Boîte de 10,200
"STAPHYMYCINE 500 mg Gélule,",Boîte de 16,61.7
"HEMO-PUR AG6, Solution concentrée acide pour hémodialyse",Bidon de 5000 ML,63.2
"VISTABEL 4 UNITÉS ALLERGAN 0.1 ML, Poudre pour solution injectable",Flacon de 50 unités,1598
"METHOTREXATE BIODIM 25 MG, Solution injectable",Solution injectable,47.1
"VOMISTOP 20 mg , Suppositoire",Boîte de 10,13
"RHINOFEBRAL, Gélule",Boîte de 20,14.3
"ROVAMYCINE 3 MUI , Comprimé pelliculé",Boîte de 16,123.9
"ZELDOX 20 MG / ML, Poudre Injectable",Ampoule injectable + solvant,223
"HOMEOAFTYL, Comprimé",Boîte de 60,44
"ERECTOR 50 MG, Comprimé enrobé",Boite de 12,261
"METHYLPREDNISOLONE MYLAN 40 MG, Poudre Solution injectable",Boîte de 1 flacon,22
"HUMOREX 5 MG, Comprimé pelliculé",Boite de 30,30
"GLYCEMAT 80 mg, Comprimé",Boîte de 20,26.7
"CARDENSIEL 2,5 MG, Comprimé pelliculé sécable",Boîte de 30,54.1
"TRANSILAC 50 %, Sachet",Boîte de 10,38.7
"CLAVULIN 500 MG / 62,50 MG ENFANTS, Sachet",Boîte de 12,79.9
"OPTICRON 0,02 , Collyre",Boîte de 1 Flacon de 10 ml,57.9
"FLOCIP 500 MG, Comprimé pelliculé",Boîte de 10,74.3
"EVITOP 30 MG, Comprimé pelliculé",Boite de 6,223
"LIPANOR 100 mg , Gélule",Boîte de 30,82
"TRIMOX 100 / 20 MG, Comprimé",Boîte de 20,12.2
"MEDEP 5 MG, Comprimé",Boite de 14,26.6
"VIARECT 25 MG, Comprimé pelliculé",Boite de 1,25
"ASPEGIC 500 MG, Poudre en Sachet",Boîte de 12,18
"NIFARM 10 MG, Capsule",Boîte de 30,67.15
"ZOCOR 20 MG, Comprimé",Boîte de 14,64.5
"NEOCLAV 1 G / 125 MG, Sachet",Boite de 16 sachets,116
"ALCASTERIL, Antiseptique",Flacon de 125 ML,69
"FOLIFER 161,6 MG / 0,62 MG, Gélule",Boite de 28,50
"OCTAGAM 50 MG / ML, Solution pour perfusion",Flacon de 50 ML,2851
"AMOXIL 500 MG, Gélule",Boîte de 12,47.7
"FLOXAM 250 mg Injectable, Poudre pour préparation Injectable",Boîte de 1 flacon + 1 solvant : Eau PPI,10.8
"FLOXAPEN 500 MG, Gélule",Boîte de 12,69.9
"MELOXAM 15 MG, Comprimé",Boite de 14 comprimés,60.9
"NIMENRIX 0.5 ML, Lyophilisat et solvant pour solution injectable",Boite de 1 flacon et 1 seringue pré-remplie,567
"DOLOSTOP 200 MG, Suppositoire",Boite de 100,54.9
"MANNITOL 20% Solution Injectable,",Flacon de 500 ml Carton de 12,324.3
"PHARMATEX 18,9 mg, Ovule",6 capsules molles vaginales,30
"LEXUS 20 MG / 0,5 ML, Soluté injectable","Boîte de 1 flacon de 0,5 ml",821
"STREPSILS ORANGE VITAMINE C, Pastille",Boite de 24,40.3
"GRISEO 500 mg Comprimé ,",Boîte de 16,46.6
"ARAVA 100 MG, Comprimé enrobé",Boîte de 3,365
"RAMIPRIL WIN 10 MG, Comprimé",Boîte de 15,56
"FENAC 1%, Gel dermique",Tube de 50 g,40.8
"ARNIGEL, Gel",Tube de 45 g,45
"STEROGYL 2000 000 UI , Goutte buvable",Flacon de20ml,20
"DEXAFREE 1 MG / ML, Collyre en solution",Boite de 30 récipients unidoses de 0.4 ml,77.1
"ANCOTIL 2,5 G / 250 ML, Solution pour pefusion",4 Flacons de 250 ml,531
"ALFATIL 250 MG / 5 ML, Granules pour Suspension buvable",Flacon de 60 ml,74
"TEMODAL 250 MG, Gélule",Boîte de 5,6392
"Cicatriderm, poudre",Flacon poudreur de 15 G,40
"IBERTIN 1 G / 125 MG, Sachet",Boite de 16 sachets,124
"AZANTAC 300 MG, Comprimé effervescent",Boîte de 10,92.1
"ACNO 10 MG, Capsule molle",Boîte de 20,106.1
"JADENU 90 MG, Comprimé pelliculé",Boite de 30,2066
"FASTURTEC 1,5 MG / ML, Solution injectable",Boite de 3 flacons et de 3 Ampoules,1690
"CIPROFLOXACINE WIN 500 MG , Comprimé pelliculé",Boite de 20,103.8
"ONIFINE 1%, Solution pour pulvérisation cutanée",Flacon de 30 ml,56
"KOMBIGLYSE XR 5 MG / 500 MG, Comprimé pelliculé",Boite de 30,386
"APOKINON 30 MG / ML (1%), Solution injectable",Boite de 5 stylos pré-rempli,1479
"GLEMA 3 MG, Comprimé",Boîte de 30,60
"OMIZ 20 MG, Gélules",Boite de 28 gellules,81.4
"TELEBRIX GASTRO 300 mg d'iode/ml , Solution buvable et rectale",Boîte de 1 Flacon de 50 ml,151.6
"FRESOL, Solution concentrée acide pour hémodialyse au bicarbonate 4.5 L de la solution",Bidon de 5 L,63.2
"METFORMINE WIN 1000, Comprimé",Boite de 30 comprimés sécables,19.9
"METHOTREXATE BIODIM 5 MG, Solution injectable",Solution injectable : 2 ml,30.7
"INILASE 75 MG, Comprimé pelliculé",Boite de 30,213
"FACTEUR IX DE COAGULATION HUMAIN-CNTS 500 UI/ 10 ML, Poudre et solvant pour solution injectable à 50 UI / ML",Boite de poudre plus un flacon de solvant .,1483
"MACROMAX 200 MG / 5 ML, Poudre pour suspension buvable",Flacon de 15 ml,60
"LOCAPRED 0,001 , Crème",Boîte de 1 Tube de 15 g,16.6
"ERECTOR 50 MG, Comprimé enrobé",Boite de 8,174
"INSULET 30/70 100 UI/ml , Suspension injectable",Une cartouche de suspension injectable intermédiaire,54.1
"KARDEGIC 160 mg , poudre en Sachet",Boîte de 30,35.7
"NAPROXÈNE PHARMA 550 MG, Gélule",Boîte de 15,51.2
